trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
591,False,"{'e': 0.30727873860113125, 'a': 0.002}",25,10,-19.07955848190828,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
592,False,"{'e': 0.306664795271906, 'a': 0.002}",25,11,28.222638747593237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'e': 0.3060520786022707, 'a': 0.002}",25,0,-20.783685424450944,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
594,False,"{'e': 0.3054405861413579, 'a': 0.002}",20,15,-1.3724827513590196,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'e': 0.30483031544319683, 'a': 0.002}",30,14,23.100668080135442,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'e': 0.3042212640667041, 'a': 0.002}",20,4,-22.952269991081227,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
597,False,"{'e': 0.30361342957567317, 'a': 0.002}",20,0,-107.18694353952787,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
598,False,"{'e': 0.3030068095387654, 'a': 0.002}",30,15,17.023055282061396,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'e': 0.3024014015294998, 'a': 0.002}",25,18,-17.603959249562962,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
600,False,"{'e': 0.3017972031262435, 'a': 0.002}",20,0,-65.48357786620791,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
601,False,"{'e': 0.30119421191220214, 'a': 0.002}",25,13,10.389907516728867,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'e': 0.30059242547541, 'a': 0.002}",25,0,2.1928946338208526,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
603,False,"{'e': 0.2999918414087205, 'a': 0.002}",25,12,-31.56001430108346,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
604,False,"{'e': 0.2993924573097967, 'a': 0.002}",20,14,0.4398904914730455,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'e': 0.29879427078110127, 'a': 0.002}",20,14,-43.32441711862491,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
606,False,"{'e': 0.2981972794298874, 'a': 0.002}",25,9,22.8044898647385,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'e': 0.29760148086818883, 'a': 0.002}",20,7,-35.56518423326787,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
608,False,"{'e': 0.2970068727128105, 'a': 0.002}",25,7,1.2473223084431388,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
609,False,"{'e': 0.2964134525853191, 'a': 0.002}",20,0,8.714563782838386,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
610,False,"{'e': 0.2958212181120332, 'a': 0.002}",20,12,5.301646729091139,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'e': 0.2952301669240142, 'a': 0.002}",20,8,23.929639728871294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'e': 0.29464029665705654, 'a': 0.002}",25,0,16.93221479168691,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
613,False,"{'e': 0.29405160495167837, 'a': 0.002}",25,15,18.356018731420146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'e': 0.2934640894531121, 'a': 0.002}",20,2,28.409827115516027,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
615,False,"{'e': 0.2928777478112949, 'a': 0.002}",20,8,-0.4919808023829835,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
616,False,"{'e': 0.2922925776808594, 'a': 0.002}",25,20,9.662989978841399,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'e': 0.2917085767211244, 'a': 0.002}",30,16,-26.37690275801779,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
618,False,"{'e': 0.2911257425960852, 'a': 0.002}",25,12,-0.5274924590438916,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
619,False,"{'e': 0.2905440729744046, 'a': 0.002}",20,10,4.596998171587271,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
620,False,"{'e': 0.2899635655294032, 'a': 0.002}",25,17,-10.109607703872069,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
621,False,"{'e': 0.2893842179390506, 'a': 0.002}",20,12,0.8599644012521495,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
622,False,"{'e': 0.28880602788595566, 'a': 0.002}",30,0,9.175281084973767,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",1
623,False,"{'e': 0.2882289930573573, 'a': 0.002}",25,16,19.16236175369083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'e': 0.2876531111451154, 'a': 0.002}",20,7,-25.651217907132178,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
625,False,"{'e': 0.28707837984570167, 'a': 0.002}",25,17,16.768080468903992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'e': 0.2865047968601901, 'a': 0.002}",30,18,6.892404788263555,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
627,False,"{'e': 0.285932359894248, 'a': 0.002}",20,8,23.431734903576398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'e': 0.28536106665812666, 'a': 0.002}",25,0,-8.297090958983578,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
629,False,"{'e': 0.2847909148666525, 'a': 0.002}",25,20,8.329681680431321,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'e': 0.28422190223921745, 'a': 0.002}",25,16,17.591741478182175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'e': 0.2836540264997704, 'a': 0.002}",20,11,15.847804651459377,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'e': 0.2830872853768075, 'a': 0.002}",20,5,-67.81750682030922,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
633,False,"{'e': 0.2825216766033636, 'a': 0.002}",25,3,-52.26751417460809,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
634,False,"{'e': 0.28195719791700274, 'a': 0.002}",20,0,29.77086047419943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
635,False,"{'e': 0.2813938470598095, 'a': 0.002}",20,7,20.094691286168313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'e': 0.2808316217783798, 'a': 0.002}",20,16,10.269462257585626,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'e': 0.28027051982381157, 'a': 0.002}",25,6,8.951614245682409,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
638,False,"{'e': 0.27971053895169634, 'a': 0.002}",30,19,4.941426945409337,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'e': 0.27915167692210985, 'a': 0.002}",25,0,-36.209666215972284,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
640,False,"{'e': 0.27859393149960326, 'a': 0.002}",25,0,34.64398388771167,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
641,False,"{'e': 0.27803730045319414, 'a': 0.002}",20,6,-34.40858295928436,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
642,False,"{'e': 0.2774817815563575, 'a': 0.002}",25,14,18.58529864415217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'e': 0.2769273725870171, 'a': 0.002}",20,9,-7.747842297195199,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
644,False,"{'e': 0.27637407132753633, 'a': 0.002}",25,14,3.5868385961246876,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
645,False,"{'e': 0.27582187556470933, 'a': 0.002}",20,12,-39.645158428269276,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
646,False,"{'e': 0.27527078308975234, 'a': 0.002}",25,3,-9.894805614134976,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
647,False,"{'e': 0.2747207916982947, 'a': 0.002}",25,0,-33.88106348008735,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
648,False,"{'e': 0.2741718991903702, 'a': 0.002}",30,14,26.631845048539564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'e': 0.27362410337040804, 'a': 0.002}",20,16,8.643111409659078,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'e': 0.2730774020472242, 'a': 0.002}",20,4,8.199413885095263,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
651,False,"{'e': 0.2725317930340126, 'a': 0.002}",20,8,-23.0147879865633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
652,False,"{'e': 0.2719872741483365, 'a': 0.002}",25,0,-9.594312247872189,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
653,False,"{'e': 0.27144384321211973, 'a': 0.002}",35,13,21.315772102510984,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
654,False,"{'e': 0.27090149805163766, 'a': 0.002}",30,14,12.651855618423246,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
655,False,"{'e': 0.270360236497509, 'a': 0.002}",25,1,-0.07604454695579266,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
656,False,"{'e': 0.2698200563846868, 'a': 0.002}",20,9,-17.395764120734473,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
657,False,"{'e': 0.26928095555244996, 'a': 0.002}",30,18,23.440226757307045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'e': 0.26874293184439435, 'a': 0.002}",20,11,7.251220816060435,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'e': 0.2682059831084244, 'a': 0.002}",30,16,7.18149382466958,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
660,False,"{'e': 0.26767010719674456, 'a': 0.002}",20,11,-42.59448576185977,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
661,False,"{'e': 0.26713530196585034, 'a': 0.002}",20,13,2.5644885794629326,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
662,False,"{'e': 0.2666015652765202, 'a': 0.002}",25,0,-2.205337220599737,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
663,False,"{'e': 0.26606889499380665, 'a': 0.002}",20,10,18.316857703180006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'e': 0.2655372889870278, 'a': 0.002}",25,18,10.13704165627064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'e': 0.2650067451297589, 'a': 0.002}",20,9,-0.22740200969522495,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
666,False,"{'e': 0.26447726129982396, 'a': 0.002}",30,15,7.0245571821752595,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
667,False,"{'e': 0.2639488353792868, 'a': 0.002}",25,8,30.165100784679925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'e': 0.2634214652544431, 'a': 0.002}",25,4,-59.64562725080525,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
669,False,"{'e': 0.26289514881581166, 'a': 0.002}",20,0,19.00723869955545,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
670,False,"{'e': 0.262369883958126, 'a': 0.002}",25,7,7.683467775236416,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
671,False,"{'e': 0.261845668580326, 'a': 0.002}",20,10,9.856938075771366,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
672,False,"{'e': 0.2613225005855494, 'a': 0.002}",25,13,7.886263318757958,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
673,False,"{'e': 0.26080037788112365, 'a': 0.002}",20,0,12.568433383158645,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
674,False,"{'e': 0.2602792983785571, 'a': 0.002}",25,11,12.092069273352934,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'e': 0.2597592599935311, 'a': 0.002}",30,11,-6.386790779422213,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
676,False,"{'e': 0.2592402606458915, 'a': 0.002}",25,3,-4.485186671834288,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
677,False,"{'e': 0.25872229825964005, 'a': 0.002}",25,0,-9.184392230997297,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
678,False,"{'e': 0.25820537076292666, 'a': 0.002}",20,9,-21.881202121410638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
679,False,"{'e': 0.25768947608804055, 'a': 0.002}",25,14,7.63636321772718,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'e': 0.2571746121714024, 'a': 0.002}",25,15,21.6608379472604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'e': 0.2566607769535559, 'a': 0.002}",25,13,7.1014509445072935,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'e': 0.2561479683791593, 'a': 0.002}",25,2,-5.467140452895334,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
683,False,"{'e': 0.25563618439697783, 'a': 0.002}",25,11,19.82491372442409,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
684,False,"{'e': 0.2551254229598748, 'a': 0.002}",20,7,22.22598674596195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'e': 0.2546156820248037, 'a': 0.002}",30,21,-5.828748743538451,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
686,False,"{'e': 0.25410695955280027, 'a': 0.002}",25,2,15.319087490652109,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
687,False,"{'e': 0.25359925350897383, 'a': 0.002}",25,5,17.139553842487274,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
688,False,"{'e': 0.25309256186249957, 'a': 0.002}",20,14,-27.584616339856872,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
689,False,"{'e': 0.2525868825866102, 'a': 0.002}",30,23,13.411335675030207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'e': 0.25208221365858796, 'a': 0.002}",30,4,-25.067901030115777,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
691,False,"{'e': 0.25157855305975646, 'a': 0.002}",25,11,-18.47466481226457,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
692,False,"{'e': 0.25107589877547265, 'a': 0.002}",25,8,-17.624608995408842,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
693,False,"{'e': 0.25057424879511875, 'a': 0.002}",30,20,16.446381751595865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'e': 0.2500736011120941, 'a': 0.002}",25,13,11.433503318255323,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'e': 0.24957395372380728, 'a': 0.002}",20,12,-42.23023936411777,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
696,False,"{'e': 0.24907530463166816, 'a': 0.002}",20,6,4.483071908980605,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
697,False,"{'e': 0.24857765184107966, 'a': 0.002}",30,20,-4.073875578485958,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
698,False,"{'e': 0.24808099336142997, 'a': 0.002}",25,13,-21.199712118247465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
699,False,"{'e': 0.2475853272060845, 'a': 0.002}",20,0,-17.974653699172798,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
700,False,"{'e': 0.24709065139237796, 'a': 0.002}",25,11,15.833356905530351,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'e': 0.24659696394160643, 'a': 0.002}",20,13,7.916748965740941,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
702,False,"{'e': 0.2461042628790195, 'a': 0.002}",20,0,-32.87495367259075,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
703,False,"{'e': 0.2456125462338122, 'a': 0.002}",20,14,8.94848286179157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'e': 0.24512181203911731, 'a': 0.002}",25,13,22.202002305300788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'e': 0.2446320583319975, 'a': 0.002}",20,4,7.664854733378675,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
706,False,"{'e': 0.2441432831534371, 'a': 0.002}",20,13,10.8265336710523,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'e': 0.24365548454833486, 'a': 0.002}",25,16,14.863203089449893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'e': 0.24316866056549566, 'a': 0.002}",25,12,26.593456048169525,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'e': 0.24268280925762298, 'a': 0.002}",20,15,8.153259708273184,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'e': 0.2421979286813109, 'a': 0.002}",30,15,10.558653560124831,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
711,False,"{'e': 0.24171401689703645, 'a': 0.002}",20,8,19.640554268866076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'e': 0.24123107196915192, 'a': 0.002}",30,17,22.296334021164846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'e': 0.24074909196587688, 'a': 0.002}",25,0,2.3279563648833284,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
714,False,"{'e': 0.2402680749592907, 'a': 0.002}",20,10,16.05928470898871,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'e': 0.2397880190253247, 'a': 0.002}",20,0,28.272730873089046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
716,False,"{'e': 0.23930892224375455, 'a': 0.002}",25,7,29.30147280903881,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'e': 0.23883078269819244, 'a': 0.002}",20,8,22.360315053944817,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'e': 0.23835359847607956, 'a': 0.002}",20,11,6.562843971567358,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
719,False,"{'e': 0.2378773676686784, 'a': 0.002}",30,8,23.886997595706838,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'e': 0.23740208837106508, 'a': 0.002}",30,11,33.47595644044254,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'e': 0.23692775868212176, 'a': 0.002}",20,8,11.285242487825258,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'e': 0.2364543767045291, 'a': 0.002}",30,16,4.252795112680721,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
723,False,"{'e': 0.23598194054475852, 'a': 0.002}",25,12,-11.450000876813986,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
724,False,"{'e': 0.23551044831306475, 'a': 0.002}",20,12,-29.941428524462246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
725,False,"{'e': 0.23503989812347828, 'a': 0.002}",25,3,-25.338512458526,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
726,False,"{'e': 0.23457028809379765, 'a': 0.002}",20,0,-51.22185457913621,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
727,False,"{'e': 0.2341016163455822, 'a': 0.002}",25,15,8.50067978110426,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'e': 0.23363388100414423, 'a': 0.002}",20,10,10.360743978945342,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'e': 0.2331670801985418, 'a': 0.002}",20,8,10.238611621858807,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'e': 0.23270121206157107, 'a': 0.002}",30,16,12.877307313475319,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'e': 0.23223627472975883, 'a': 0.002}",25,14,20.894586726745775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'e': 0.23177226634335515, 'a': 0.002}",20,6,11.870406600409712,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'e': 0.23130918504632592, 'a': 0.002}",20,14,13.225574042769702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'e': 0.23084702898634524, 'a': 0.002}",20,8,7.637251834833565,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'e': 0.23038579631478834, 'a': 0.002}",25,11,20.279166165434365,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
736,False,"{'e': 0.22992548518672384, 'a': 0.002}",20,6,21.074741626208787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'e': 0.22946609376090668, 'a': 0.002}",20,0,-7.983461928958083,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
738,False,"{'e': 0.2290076201997705, 'a': 0.002}",25,1,8.7867600414861,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
739,False,"{'e': 0.2285500626694205, 'a': 0.002}",25,15,-29.575224039666402,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
740,False,"{'e': 0.22809341933962587, 'a': 0.002}",30,22,15.435950000998607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'e': 0.22763768838381274, 'a': 0.002}",20,13,13.387034967519604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'e': 0.22718286797905665, 'a': 0.002}",30,21,17.119573005917008,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'e': 0.22672895630607542, 'a': 0.002}",20,14,5.133521387481036,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
744,False,"{'e': 0.2262759515492217, 'a': 0.002}",20,10,-2.534134794684391,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
745,False,"{'e': 0.22582385189647586, 'a': 0.002}",30,20,19.40498191295199,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'e': 0.22537265553943872, 'a': 0.002}",25,14,-20.850606588118914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
747,False,"{'e': 0.22492236067332425, 'a': 0.002}",30,22,15.181972574117474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'e': 0.22447296549695234, 'a': 0.002}",20,0,-65.83497660948942,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
749,False,"{'e': 0.22402446821274175, 'a': 0.002}",25,15,5.615325008391273,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'e': 0.22357686702670268, 'a': 0.002}",35,13,11.070112797117677,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
751,False,"{'e': 0.22313016014842982, 'a': 0.002}",20,10,-15.975676809082666,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
752,False,"{'e': 0.22268434579109508, 'a': 0.002}",25,11,0.3731026298321656,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
753,False,"{'e': 0.2222394221714404, 'a': 0.002}",25,8,19.189559658395936,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
754,False,"{'e': 0.22179538750977074, 'a': 0.002}",30,17,18.96521932308682,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
755,False,"{'e': 0.22135224002994683, 'a': 0.002}",25,16,8.052857722266381,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
756,False,"{'e': 0.2209099779593782, 'a': 0.002}",25,15,3.9610084990986762,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'e': 0.22046859952901593, 'a': 0.002}",20,0,-24.238794234050125,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
758,False,"{'e': 0.22002810297334574, 'a': 0.002}",20,13,-1.1341304871976408,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'e': 0.21958848653038082, 'a': 0.002}",20,12,16.254597476524047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'e': 0.2191497484416548, 'a': 0.002}",25,5,34.69881130348849,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'e': 0.21871188695221475, 'a': 0.002}",20,14,12.598305266400201,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'e': 0.21827490031061414, 'a': 0.002}",20,0,8.137303113195388,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
763,False,"{'e': 0.21783878676890578, 'a': 0.002}",25,17,13.530773947966924,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'e': 0.21740354458263497, 'a': 0.002}",20,5,25.028184088053216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'e': 0.21696917201083235, 'a': 0.002}",20,10,14.536066960155525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'e': 0.21653566731600707, 'a': 0.002}",25,16,15.316182743342358,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'e': 0.21610302876413975, 'a': 0.002}",35,17,15.100012042036125,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
768,False,"{'e': 0.21567125462467565, 'a': 0.002}",30,10,-16.35735985660498,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
769,False,"{'e': 0.21524034317051757, 'a': 0.002}",20,3,18.379757088388114,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
770,False,"{'e': 0.2148102926780192, 'a': 0.002}",35,23,26.849352679808735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'e': 0.21438110142697794, 'a': 0.002}",20,14,10.204023892376322,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'e': 0.21395276770062824, 'a': 0.002}",25,12,7.379618664337089,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
773,False,"{'e': 0.2135252897856346, 'a': 0.002}",20,7,23.3972480750214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'e': 0.21309866597208482, 'a': 0.002}",20,11,6.23048318526099,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
775,False,"{'e': 0.21267289455348304, 'a': 0.002}",25,0,-23.08843202039922,"{0: 20, 1: 3, 2: 0, 3: 2, 4: 0}",0
