trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1327,False,"{'e': 0.0705100518425803, 'a': 0.002}",20,11,16.3701693184965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'e': 0.07036917266503243, 'a': 0.002}",20,11,14.017454478975807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'e': 0.07022857496426901, 'a': 0.002}",30,22,14.840153544177785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'e': 0.07008825817789911, 'a': 0.002}",20,14,8.970631922372087,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'e': 0.06994822174465536, 'a': 0.002}",20,11,14.240446107046427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'e': 0.06980846510439187, 'a': 0.002}",25,19,11.458308459372338,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'e': 0.06966898769808184, 'a': 0.002}",30,19,21.846809970886518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'e': 0.06952978896781553, 'a': 0.002}",25,17,1.8146936171648167,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'e': 0.06939086835679777, 'a': 0.002}",30,15,14.448365619736535,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1336,False,"{'e': 0.069252225309346, 'a': 0.002}",20,14,11.171795065054752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'e': 0.06911385927088774, 'a': 0.002}",35,20,24.829833534559235,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'e': 0.06897576968795878, 'a': 0.002}",20,11,13.474688056972585,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'e': 0.06883795600820049, 'a': 0.002}",20,5,11.260044965000752,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'e': 0.06870041768035806, 'a': 0.002}",20,12,-36.331349962283895,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
1341,False,"{'e': 0.06856315415427791, 'a': 0.002}",25,15,12.454682762663145,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'e': 0.06842616488090583, 'a': 0.002}",25,14,20.430919351662116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'e': 0.06828944931228448, 'a': 0.002}",25,0,32.47835940330306,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1344,False,"{'e': 0.06815300690155146, 'a': 0.002}",30,10,-20.607548927679822,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1345,False,"{'e': 0.06801683710293688, 'a': 0.002}",30,17,24.230805889642767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'e': 0.06788093937176144, 'a': 0.002}",35,21,24.683578050854777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'e': 0.06774531316443397, 'a': 0.002}",25,13,25.579550143078638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'e': 0.0676099579384495, 'a': 0.002}",25,14,-22.724025575403527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1349,False,"{'e': 0.0674748731523869, 'a': 0.002}",25,1,30.099418567277034,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'e': 0.06734005826590692, 'a': 0.002}",20,6,23.318972286102202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'e': 0.06720551273974976, 'a': 0.002}",25,18,14.409068428345389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'e': 0.06707123603573319, 'a': 0.002}",20,9,6.826053383496743,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1353,False,"{'e': 0.06693722761675015, 'a': 0.002}",20,15,8.568238272320727,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'e': 0.06680348694676687, 'a': 0.002}",25,19,10.287418133642017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'e': 0.06667001349082043, 'a': 0.002}",30,11,24.232725517169143,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1356,False,"{'e': 0.06653680671501686, 'a': 0.002}",20,9,20.545405664818936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'e': 0.06640386608652883, 'a': 0.002}",25,20,8.524888059399137,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'e': 0.06627119107359372, 'a': 0.002}",20,2,26.088497898392934,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'e': 0.06613878114551125, 'a': 0.002}",20,15,11.488259613018096,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'e': 0.06600663577264156, 'a': 0.002}",20,0,29.779169713975715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1361,False,"{'e': 0.06587475442640295, 'a': 0.002}",20,7,19.35882462043061,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'e': 0.0657431365792699, 'a': 0.002}",30,18,23.728632395504427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'e': 0.0656117817047708, 'a': 0.002}",25,18,12.728495446455913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'e': 0.06548068927748603, 'a': 0.002}",20,16,7.198832135136964,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'e': 0.06534985877304565, 'a': 0.002}",25,15,-20.493752576348875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1366,False,"{'e': 0.06521928966812753, 'a': 0.002}",20,11,17.85219990493171,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'e': 0.065088981440455, 'a': 0.002}",25,7,31.225224106986,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'e': 0.06495893356879505, 'a': 0.002}",30,15,12.419888691868724,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1369,False,"{'e': 0.06482914553295596, 'a': 0.002}",20,13,14.918498095406033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'e': 0.06469961681378547, 'a': 0.002}",20,14,12.875970374320435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'e': 0.06457034689316847, 'a': 0.002}",25,13,21.18922716957296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'e': 0.06444133525402518, 'a': 0.002}",20,2,27.42645295967399,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'e': 0.06431258138030878, 'a': 0.002}",20,0,31.07083221089783,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1374,False,"{'e': 0.06418408475700368, 'a': 0.002}",25,16,4.14013496335415,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1375,False,"{'e': 0.06405584487012317, 'a': 0.002}",25,3,37.74390178724411,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'e': 0.06392786120670757, 'a': 0.002}",30,16,24.44452435935869,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'e': 0.063800133254822, 'a': 0.002}",30,20,6.914968029464329,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1378,False,"{'e': 0.06367266050355457, 'a': 0.002}",30,17,29.41416539963414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'e': 0.063545442443014, 'a': 0.002}",20,10,17.517087326175012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'e': 0.06341847856432796, 'a': 0.002}",20,0,30.47783792257626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1381,False,"{'e': 0.0632917683596407, 'a': 0.002}",20,8,22.876285022704103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'e': 0.06316531132211131, 'a': 0.002}",20,8,20.8331286717725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'e': 0.0630391069459114, 'a': 0.002}",25,16,16.050903936827577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'e': 0.06291315472622334, 'a': 0.002}",25,12,18.41347516596138,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'e': 0.06278745415923806, 'a': 0.002}",25,8,33.87991015582587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'e': 0.06266200474215315, 'a': 0.002}",20,13,-32.82710021443653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1387,False,"{'e': 0.06253680597317074, 'a': 0.002}",25,17,9.889257459155573,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'e': 0.06241185735149562, 'a': 0.002}",30,12,29.09047833126967,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1389,False,"{'e': 0.0622871583773331, 'a': 0.002}",30,13,32.052048807887175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'e': 0.062162708551887165, 'a': 0.002}",20,9,19.41994204680958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'e': 0.06203850737735829, 'a': 0.002}",20,11,19.33353745491361,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'e': 0.061914554356941674, 'a': 0.002}",20,6,-1.5916120133440674,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1393,False,"{'e': 0.061790848994825016, 'a': 0.002}",20,13,10.449192968232925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'e': 0.061667390796186744, 'a': 0.002}",20,3,27.03971809228036,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'e': 0.06154417926719386, 'a': 0.002}",20,13,12.779094877144683,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'e': 0.06142121391500013, 'a': 0.002}",25,5,14.545647771086323,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1397,False,"{'e': 0.061298494247743925, 'a': 0.002}",25,15,21.41594372363928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'e': 0.06117601977454647, 'a': 0.002}",20,13,13.8526492134901,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'e': 0.06105379000550965, 'a': 0.002}",20,12,14.490493547041513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'e': 0.06093180445171429, 'a': 0.002}",25,14,20.274505441757526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'e': 0.06081006262521795, 'a': 0.002}",30,18,2.6055704246312255,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'e': 0.06068856403905322, 'a': 0.002}",25,6,31.989406315865804,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'e': 0.060567308207225536, 'a': 0.002}",25,13,25.029882429792337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'e': 0.06044629464471146, 'a': 0.002}",25,8,-9.008161312956561,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1405,False,"{'e': 0.06032552286745654, 'a': 0.002}",25,13,18.878943998433588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'e': 0.06020499239237354, 'a': 0.002}",20,9,10.146419452262824,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'e': 0.06008470273734036, 'a': 0.002}",30,14,23.128920822151173,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'e': 0.05996465342119827, 'a': 0.002}",20,12,15.876362275552806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'e': 0.059844843963749825, 'a': 0.002}",25,14,20.82860263844693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'e': 0.05972527388575699, 'a': 0.002}",20,15,10.992542815527521,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'e': 0.05960594270893937, 'a': 0.002}",30,18,10.450033908801263,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1412,False,"{'e': 0.05948684995597202, 'a': 0.002}",30,15,15.817728211742898,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'e': 0.05936799515048385, 'a': 0.002}",20,9,18.27319529067574,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'e': 0.0592493778170554, 'a': 0.002}",20,12,13.94001545099659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'e': 0.05913099748121725, 'a': 0.002}",25,12,25.243816576911513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'e': 0.05901285366944784, 'a': 0.002}",25,20,11.66564862964394,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'e': 0.05889494590917182, 'a': 0.002}",30,12,34.31798448999418,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'e': 0.058777273728757934, 'a': 0.002}",20,13,-11.458632334720017,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1419,False,"{'e': 0.05865983665751736, 'a': 0.002}",35,18,32.839648144973125,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'e': 0.0585426342257016, 'a': 0.002}",20,10,5.867955602671012,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'e': 0.05842566596450083, 'a': 0.002}",35,24,18.871312211306073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'e': 0.05830893140604179, 'a': 0.002}",35,21,31.356831737809877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'e': 0.05819243008338615, 'a': 0.002}",25,19,12.95840694146693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'e': 0.0580761615305284, 'a': 0.002}",25,20,9.024933505166477,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'e': 0.057960125282394234, 'a': 0.002}",30,20,12.422134128427372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'e': 0.057844320874838456, 'a': 0.002}",20,0,-15.581259888916854,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1427,False,"{'e': 0.05772874784464333, 'a': 0.002}",30,21,17.035338245138046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'e': 0.05761340572951652, 'a': 0.002}",20,16,10.542563645418227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'e': 0.057498294068089484, 'a': 0.002}",20,14,7.900605908592058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'e': 0.05738341239991535, 'a': 0.002}",20,14,8.38073029797632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'e': 0.05726876026546736, 'a': 0.002}",30,16,26.86831856286382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'e': 0.05715433720613676, 'a': 0.002}",20,14,9.421376137493889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'e': 0.057040142764231215, 'a': 0.002}",25,10,-31.779621371375818,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1434,False,"{'e': 0.056926176482972754, 'a': 0.002}",25,3,32.818911659373285,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'e': 0.056812437906496156, 'a': 0.002}",20,3,30.28749083362404,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'e': 0.0566989265798469, 'a': 0.002}",20,14,9.744626300475288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'e': 0.056585642048979604, 'a': 0.002}",20,12,16.884907122644897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'e': 0.05647258386075591, 'a': 0.002}",20,10,12.401551989298214,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'e': 0.05635975156294299, 'a': 0.002}",30,12,32.75445859190748,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'e': 0.05624714470421144, 'a': 0.002}",20,16,8.678248558936865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'e': 0.056134762834133725, 'a': 0.002}",20,0,33.22584842179023,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1442,False,"{'e': 0.05602260550318217, 'a': 0.002}",20,13,13.37514194620452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'e': 0.055910672262727355, 'a': 0.002}",30,20,16.270374139270466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'e': 0.05579896266503611, 'a': 0.002}",25,16,19.978917722046383,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'e': 0.05568747626326995, 'a': 0.002}",35,16,26.315688525885264,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1446,False,"{'e': 0.05557621261148306, 'a': 0.002}",30,12,27.650572834960975,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'e': 0.05546517126462075, 'a': 0.002}",20,12,13.361401050299524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'e': 0.05535435177851743, 'a': 0.002}",20,8,25.914376323634404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'e': 0.055243753709895045, 'a': 0.002}",20,0,34.04778915120371,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1450,False,"{'e': 0.05513337661636114, 'a': 0.002}",20,16,6.065162911394962,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'e': 0.05502322005640723, 'a': 0.002}",35,23,25.57806368230937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'e': 0.05491328358940689, 'a': 0.002}",30,11,35.565008793193684,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'e': 0.054803566775614154, 'a': 0.002}",20,6,2.750509111333944,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1454,False,"{'e': 0.05469406917616156, 'a': 0.002}",20,8,9.992615164066313,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1455,False,"{'e': 0.054584790353058625, 'a': 0.002}",20,7,0.6265368180846096,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1456,False,"{'e': 0.05447572986918986, 'a': 0.002}",20,14,11.77891712968989,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'e': 0.05436688728831322, 'a': 0.002}",20,14,11.566639085320038,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'e': 0.05425826217505821, 'a': 0.002}",20,12,14.902972319881906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'e': 0.05414985409492427, 'a': 0.002}",20,14,11.73442750852201,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'e': 0.054041662614278875, 'a': 0.002}",25,17,15.155471531424894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'e': 0.05393368730035602, 'a': 0.002}",20,12,11.31984061722001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'e': 0.05382592772125425, 'a': 0.002}",25,18,11.145072091372013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'e': 0.053718383445935165, 'a': 0.002}",20,8,-0.280163411694331,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1464,False,"{'e': 0.053611054044221465, 'a': 0.002}",35,13,1.0859082987307676,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1465,False,"{'e': 0.05350393908679544, 'a': 0.002}",20,14,14.335831929314203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'e': 0.053397038145197084, 'a': 0.002}",20,6,2.2118449556965487,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1467,False,"{'e': 0.053290350791822524, 'a': 0.002}",25,15,18.440892596553084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'e': 0.05318387659992216, 'a': 0.002}",25,15,10.979403761191925,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'e': 0.053077615143599134, 'a': 0.002}",25,14,9.757133976557899,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1470,False,"{'e': 0.052971565997807425, 'a': 0.002}",35,17,18.577925955201355,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1471,False,"{'e': 0.05286572873835037, 'a': 0.002}",20,10,18.177993904332222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'e': 0.052760102941878724, 'a': 0.002}",25,10,11.09284182635109,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1473,False,"{'e': 0.05265468818588921, 'a': 0.002}",35,22,22.520569784887964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'e': 0.05254948404872264, 'a': 0.002}",20,13,13.597686601372912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'e': 0.05244449010956234, 'a': 0.002}",20,10,18.36412719142989,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'e': 0.05233970594843238, 'a': 0.002}",20,6,22.449434618800776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'e': 0.05223513114619603, 'a': 0.002}",20,15,12.710700099648134,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'e': 0.05213076528455389, 'a': 0.002}",30,12,28.27164583848517,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'e': 0.052026607946042414, 'a': 0.002}",20,13,13.140726458688906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'e': 0.05192265871403207, 'a': 0.002}",20,1,21.159413568020035,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'e': 0.05181891717272583, 'a': 0.002}",20,7,8.405420773265698,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1482,False,"{'e': 0.05171538290715736, 'a': 0.002}",30,13,27.837683954647137,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'e': 0.05161205550318949, 'a': 0.002}",20,2,32.06396137380141,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'e': 0.051508934547512424, 'a': 0.002}",35,0,42.66128107585204,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
1485,False,"{'e': 0.051406019627642255, 'a': 0.002}",20,13,10.892555318636944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'e': 0.05130331033191911, 'a': 0.002}",25,9,32.5413529675378,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'e': 0.05120080624950572, 'a': 0.002}",30,23,13.791741360100229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'e': 0.05109850697038558, 'a': 0.002}",20,5,16.810489816168854,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1489,False,"{'e': 0.050996412085361466, 'a': 0.002}",20,13,13.992189623273589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'e': 0.05089452118605367, 'a': 0.002}",25,13,21.823457421424372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'e': 0.0507928338648985, 'a': 0.002}",25,15,16.382224840756237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'e': 0.050691349715146494, 'a': 0.002}",20,0,19.506890786725364,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1493,False,"{'e': 0.05059006833086096, 'a': 0.002}",25,17,13.876430897617691,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'e': 0.05048898930691617, 'a': 0.002}",20,0,30.7963372321034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1495,False,"{'e': 0.05038811223899596, 'a': 0.002}",20,16,9.757379082792125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'e': 0.050287436723591865, 'a': 0.002}",25,11,31.51123246804292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'e': 0.050186962358001734, 'a': 0.002}",25,12,19.73218952511568,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'e': 0.05008668874032793, 'a': 0.002}",35,16,31.93355536178247,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'e': 0.049986615469475894, 'a': 0.002}",20,2,12.398237638292956,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1500,False,"{'e': 0.04988674214515236, 'a': 0.002}",30,19,21.69409968776418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'e': 0.049787068367863944, 'a': 0.002}",20,16,8.433859656989991,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'e': 0.04968759373891536, 'a': 0.002}",20,9,2.758744755520314,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1503,False,"{'e': 0.049588317860408, 'a': 0.002}",20,10,16.909384024503485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'e': 0.04948924033523819, 'a': 0.002}",25,8,29.5907270886725,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'e': 0.049390360767095715, 'a': 0.002}",25,13,27.64662195317674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'e': 0.04929167876046215, 'a': 0.002}",25,10,30.26850730893471,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'e': 0.04919319392060936, 'a': 0.002}",20,10,18.142397495295707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'e': 0.04909490585359783, 'a': 0.002}",20,10,16.42667557976262,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'e': 0.0489968141662752, 'a': 0.002}",25,19,10.944509371915002,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
